District,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Water Consumption (liters/hectare),Water Availability (liters/hectare),Soil & Irrigation
Hanumangarh,6.90551829,1.975059923,24.76939457,22.36703708,41.45473682,Pomegranate,10332.60811,10327.70643,Black lava soil-Sprinkler Irrigation
Nagaur,7.501115811,1.862678125,27.7139073,16.55444101,42.33845052,Mustard,8966.38223,9951.933877,Saline-Sprinkler Irrigation
Bhilwara,7.640022671,0.662716436,21.24512213,19.11254058,40.41220883,Pulses,7534.106107,7745.604121,Saline-Sprinkler Irrigation
Jodhpur,7.10461454,2.507968612,27.98310127,12.57406919,29.75262757,Barley,6837.301127,6220.534407,Clay-Sprinkler Irrigation
Kota,7.471046125,1.6324416,29.0703776,12.00302619,51.38543249,Citrus,13949.24518,14025.50808,Sandy-Tube Well
Sri Ganganagar,7.389231701,1.411518944,39.10271954,17.16802704,44.15808393,Cotton,10527.8131,10511.25667,Nitrogenous-Sprinkler Irrigation
Jodhpur,7.464889819,0.738861041,29.24016309,25.30071909,35.5312699,Tomato,11659.04084,10669.46763,Saline-Canal Irrigation
Hanumangarh,7.035536759,1.747935663,29.63571156,29.44639398,41.19085653,Cotton,13255.5793,12301.81431,Saline-Sprinkler Irrigation
Kota,6.728440886,2.082147383,40.98111571,22.46493229,39.71241123,Wheat,12586.05566,13246.68059,Clay-Drip Irrigation
Alwar,7.558289256,2.535757968,22.46732985,10.17222054,37.06442365,Tomato,14275.04322,14160.2006,Chalky (Calcareous)-Canal Irrigation
Udaipur,7.546489623,1.765751943,26.20617371,26.75426165,36.7316043,Coriander,5507.389544,5988.223314,Saline-Tube Well
Nagaur,7.236734156,1.738212006,26.17906607,24.38086966,36.45284421,Gram,8847.156613,8980.013203,Black lava soil-Canal Irrigation
Jaipur,7.462827335,1.907724279,32.96164774,20.49656907,38.04795631,Gram,14615.2967,14165.22175,Chalky (Calcareous)-Sprinkler Irrigation
Udaipur,7.403195244,2.372293199,33.20973565,18.64866198,41.08859101,Chilli,12572.91885,12309.27993,Loamy-Tube Well
Bhilwara,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Barley,11398.0015,10741.65293,Alkaline-Canal Irrigation
Kota,7.636118363,1.971364795,32.74033462,13.30255317,36.28806815,Mango,6690.53883,6538.424591,Saline-Canal Irrigation
Hanumangarh,7.757647161,1.582859095,40.92048367,22.85253604,37.09675849,Gram,12684.69187,12287.39329,Black lava soil-Canal Irrigation
Jodhpur,8.662336653,1.991496963,32.52510544,20.42259238,36.43207665,Coriander,12376.56369,12507.71287,Black lava soil-Canal Irrigation
Jodhpur,7.108823039,2.426582653,31.23740274,19.95167789,44.39481987,Chilli,10153.05829,10010.07392,Nitrogenous-Drip Irrigation
Bhilwara,7.514228791,0.96109409,28.39851098,28.21689078,41.80323946,Pulses,12812.4188,12361.25589,Loamy-Drip Irrigation
Ajmer,7.128756611,1.892731168,11.99457448,16.49355215,35.62092588,Onion,15794.36488,16493.14471,Clay-Sprinkler Irrigation
Jodhpur,7.464889819,0.738861041,29.24016309,25.30071909,35.5312699,Tomato,11659.04084,10669.46763,Saline-Canal Irrigation
Bhilwara,8.501213734,1.846214291,31.80113019,22.70660647,34.99685314,Citrus,11085.6041,11724.81171,Sandy-Tube Well
Alwar,7.558289256,2.535757968,22.46732985,10.17222054,37.06442365,Tomato,14275.04322,14160.2006,Chalky (Calcareous)-Canal Irrigation
Kota,7.665425652,2.725500719,34.39708521,14.61311962,46.88248225,Opium,15702.14964,16196.72303,Black lava soil-Tube Well
Ajmer,7.533919257,0.990036334,37.20972503,17.4381288,40.2793197,Onion,14264.93291,14988.96177,Clay-Sprinkler Irrigation
Nagaur,6.865000701,2.334420065,33.35972304,21.92101036,35.02785739,Pulses,9784.725643,8873.174034,Sandy-Drip Irrigation
Nagaur,7.757031276,1.769415134,33.78282337,13.02752466,45.26945776,Onion,14985.48344,14275.36599,Chalky (Calcareous)-Drip Irrigation
Hanumangarh,7.840871704,2.481251443,23.86910321,30.98323027,43.83739672,Barley,7374.706139,7556.796376,Alkaline-Tube Well
Kota,7.024407815,1.82908909,24.9653632,20.2391266,37.1790191,Opium,7811.48675,8738.673825,Nitrogenous-Sprinkler Irrigation
Udaipur,6.814163151,1.645279499,28.55725652,16.08123239,48.67468288,Barley,13625.99755,13089.49736,Loamy-Sprinkler Irrigation
Ajmer,8.393673207,1.876832359,18.49264141,15.89560539,37.86597903,Mustard,6854.972214,6806.422334,Black lava soil-Canal Irrigation
Kota,7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Onion,9516.809647,9391.520685,Chalky (Calcareous)-Drip Irrigation
Hanumangarh,7.840871704,2.481251443,23.86910321,30.98323027,43.83739672,Barley,7374.706139,7556.796376,Alkaline-Tube Well
Sri Ganganagar,7.704842672,1.701503206,37.46501552,19.1993493,43.09180283,Garlic,7218.003498,6720.685755,Sandy-Drip Irrigation
Ajmer,7.407451175,2.606064602,23.80205994,23.03920169,45.50665082,Wheat,10071.42556,10243.77095,Clay-Canal Irrigation
Jaipur,6.977235257,1.986869603,26.87744772,23.7349042,40.15745781,Onion,10687.56985,10626.03464,Chalky (Calcareous)-Tube Well
Udaipur,7.403195244,2.372293199,33.20973565,18.64866198,41.08859101,Chilli,12572.91885,12309.27993,Loamy-Tube Well
Kota,8.365160907,0.877207051,30.97701611,29.59303167,38.23367932,Wheat,7085.039933,7133.806636,Saline-Tube Well
Nagaur,7.720831282,1.283134988,25.81297137,9.465554427,32.88020944,Oilseeds,7971.550711,7141.068543,Loamy-Canal Irrigation
Jodhpur,7.391738401,1.53037923,36.66275734,24.64466007,36.97546618,Garlic,13964.53159,14596.64479,Saline-Drip Irrigation
Sri Ganganagar,8.584968294,1.288158682,20.74078634,23.91794832,36.60678469,Oilseeds,12472.16259,12667.43562,Black lava soil-Drip Irrigation
Kota,8.54896967,1.737184533,30.16203507,16.63757202,41.11635418,Wheat,8467.265465,8078.360541,Alkaline-Tube Well
Udaipur,7.129754947,2.432412219,30.75701524,21.49225907,36.08700701,Barley,12696.51843,12541.46451,Clay-Tube Well
Jodhpur,6.933607524,2.175185108,25.77837981,20.51242321,37.58586205,Wheat,8811.686999,8512.323275,Clay-Drip Irrigation
Jaipur,6.781873068,2.346961617,33.5829467,11.34868635,46.66942873,Barley,8087.602264,8487.712662,Black lava soil-Tube Well
Jodhpur,8.041056156,1.935482942,25.74168913,16.20514651,35.10629582,Pulses,9004.616852,9185.731317,Chalky (Calcareous)-Tube Well
Alwar,7.516859527,2.134296791,24.42588906,25.98455474,37.01552608,Barley,7262.32941,7523.14917,Alkaline-Canal Irrigation
Alwar,7.493347682,1.700088988,22.20606502,24.09686634,42.11944741,Bajra,13113.39831,12679.3328,Loamy-Sprinkler Irrigation
Nagaur,6.855259706,2.02922474,34.56310161,22.10858467,39.70172844,Wheat,10243.22079,10833.55014,Sandy-Tube Well
Bhilwara,8.0035786,2.258997388,30.13102376,18.48217837,39.59541331,Garlic,8554.083985,8965.299594,Saline-Sprinkler Irrigation
Kota,6.784322576,1.357200443,21.92076765,21.86324093,40.83246564,Coriander,10766.2651,10990.98914,Chalky (Calcareous)-Canal Irrigation
Jodhpur,7.748894155,2.268706001,33.21150618,11.52872052,45.03303271,Pulses,16652.95404,17363.91196,Sandy-Canal Irrigation
Ajmer,7.389943134,2.031824531,28.14110494,12.61193797,41.28800429,Garlic,13050.12719,13825.47698,Loamy-Tube Well
Sri Ganganagar,8.582528034,2.595274297,31.06287015,25.13493132,45.52950212,Garlic,7078.901355,7975.873619,Nitrogenous-Tube Well
Jaipur,7.737715341,1.602221466,32.12196969,26.39759335,28.9159058,Sugarcane,10813.02045,10948.1753,Saline-Canal Irrigation
Ajmer,6.892596932,0.895859612,28.84706801,20.67929712,39.73747466,Citrus,8913.253097,8943.991562,Chalky (Calcareous)-Tube Well
Bhilwara,7.55672802,2.092918814,34.59935758,25.0946162,37.02894564,Sugarcane,15072.94575,15441.57362,Black lava soil-Sprinkler Irrigation
Hanumangarh,7.381775582,1.940190188,24.48407809,24.10276751,40.92154532,Oilseeds,13466.50169,13436.62449,Loamy-Sprinkler Irrigation
Sri Ganganagar,7.891314913,1.987883583,36.01225624,14.52364741,24.11648093,Gram,10677.83508,11348.53939,Chalky (Calcareous)-Tube Well
Alwar,7.746780102,2.145448529,20.0223411,14.3937813,44.64704992,Cumin,10498.5806,11378.40275,Alkaline-Drip Irrigation
Nagaur,7.026053641,1.582838477,33.82014891,12.28599242,36.83622485,Citrus,8226.8289,8075.078269,Alkaline-Sprinkler Irrigation
Alwar,7.33609677,1.286990941,31.96936609,24.14661886,36.84174238,Cumin,13167.97689,13336.58444,Clay-Tube Well
Nagaur,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Fenugreek,12184.96737,12224.30067,Black lava soil-Sprinkler Irrigation
Kota,8.476629569,1.737060162,30.88875053,22.00240693,40.65532593,Fenugreek,10101.86769,9452.666424,Sandy-Tube Well
Bhilwara,6.684362092,1.381286681,30.54704236,26.64320414,41.56592237,Gram,10993.57262,11356.45726,Saline-Sprinkler Irrigation
Nagaur,7.501115811,1.862678125,27.7139073,16.55444101,42.33845052,Mustard,8966.38223,9951.933877,Saline-Sprinkler Irrigation
Hanumangarh,8.408377815,1.365354447,37.68078386,19.44340576,41.49542867,Citrus,5480.118817,5419.518619,Clay-Canal Irrigation
Jaipur,7.85470549,1.929723257,26.84379432,22.99725343,41.9285542,Pulses,11001.11378,11027.36526,Nitrogenous-Canal Irrigation
Nagaur,7.922227936,2.550868931,32.45996743,11.96871606,41.97478985,Coriander,13279.31541,12914.88729,Loamy-Drip Irrigation
Alwar,8.110410649,1.561613109,38.56020142,11.26181745,42.17385032,Cumin,7880.682859,7000.902959,Alkaline-Drip Irrigation
Bhilwara,6.798566921,1.945930505,35.5605031,23.42645042,47.01004663,Tomato,11035.28739,11598.59219,Alkaline-Drip Irrigation
Kota,6.589619861,1.647113258,23.0402081,28.52051039,39.42445153,Mango,5029.106724,5620.330564,Sandy-Sprinkler Irrigation
Sri Ganganagar,8.582528034,2.595274297,31.06287015,25.13493132,45.52950212,Garlic,7078.901355,7975.873619,Nitrogenous-Tube Well
Jaipur,7.336883148,1.327332256,28.59417979,22.52668574,42.63919675,Wheat,7021.777144,6754.597332,Saline-Drip Irrigation
Jodhpur,6.752981103,2.627572894,27.51163738,13.65931598,39.15870433,Onion,10307.85325,11285.49042,Saline-Drip Irrigation
Jaipur,7.222491649,1.298815358,40.45547136,19.88781974,39.71024729,Citrus,10164.10537,9699.803108,Chalky (Calcareous)-Canal Irrigation
Sri Ganganagar,6.973082252,2.213907198,21.49048885,17.19331002,38.3525535,Guava,8513.892562,8405.044644,Nitrogenous-Canal Irrigation
Jaipur,8.604927833,2.163497257,25.82437748,28.26456526,50.38888793,Onion,14185.39852,13640.5555,Nitrogenous-Sprinkler Irrigation
Bhilwara,7.08767483,2.351746074,29.61089282,18.62024274,38.19138082,Mustard,9518.420014,8853.952091,Loamy-Canal Irrigation
Hanumangarh,7.681557814,2.155554996,20.55175354,30.07637555,46.4532223,Gram,13269.83042,12433.77781,Alkaline-Sprinkler Irrigation
Hanumangarh,7.433931706,1.738134349,23.20712992,14.60131839,29.8910068,Garlic,11615.54357,11215.61193,Clay-Canal Irrigation
Bhilwara,6.919108078,1.858430552,28.49570126,13.95261532,41.94489365,Guava,12295.91217,11359.38641,Nitrogenous-Tube Well
Kota,6.857707867,2.488907775,19.47176529,25.76795172,46.93174699,Mango,13186.35728,13372.52778,Alkaline-Sprinkler Irrigation
Jaipur,7.853615687,2.737556182,29.03286186,21.09194494,46.44431713,Onion,12028.43812,11254.36081,Alkaline-Canal Irrigation
Kota,7.476869391,2.057050746,30.30941676,15.36223335,39.04879578,Bajra,6436.522127,6621.783429,Saline-Sprinkler Irrigation
Kota,7.621561729,1.852878747,36.78291693,18.99823711,41.15921046,Bajra,13197.7855,12776.71183,Chalky (Calcareous)-Sprinkler Irrigation
Ajmer,7.872575432,2.067083208,32.14171025,16.44268903,38.07771561,Chilli,8264.241695,8443.002837,Black lava soil-Tube Well
Udaipur,6.831637281,1.794088316,30.65963983,17.72726141,38.90673361,Onion,7703.977881,7705.279527,Sandy-Drip Irrigation
Ajmer,7.65656607,2.343532898,37.3327043,14.44209875,39.82087211,Onion,8254.397481,7738.510517,Sandy-Sprinkler Irrigation
Kota,8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Pulses,10097.40363,10012.82923,Chalky (Calcareous)-Sprinkler Irrigation
Jaipur,7.792157083,1.94976214,29.71304648,22.05275043,38.84465261,Chilli,8611.594225,8693.130116,Sandy-Tube Well
Udaipur,8.209265673,0.756095672,36.38482693,21.69011741,33.96489176,Coriander,10012.45334,9440.309608,Chalky (Calcareous)-Sprinkler Irrigation
Kota,7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Onion,9516.809647,9391.520685,Chalky (Calcareous)-Drip Irrigation
Udaipur,8.346773567,2.075703695,28.53657271,16.90919776,44.49255852,Mustard,14675.20751,14126.46352,Chalky (Calcareous)-Drip Irrigation
Jodhpur,7.288200709,1.317191298,25.12939077,23.51713958,33.46315109,Bajra,10552.23841,10219.82292,Chalky (Calcareous)-Tube Well
Kota,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Cumin,15088.2259,16048.32005,Alkaline-Drip Irrigation
Jodhpur,7.503136578,1.234232342,35.75133698,18.9735799,45.59274972,Fenugreek,10183.38735,9587.25086,Sandy-Tube Well
Bhilwara,7.516951362,1.404796132,34.6298755,19.5446207,39.11202003,Onion,9196.046017,10041.3921,Alkaline-Sprinkler Irrigation
Bhilwara,6.939616175,1.971301268,29.74599606,20.8032497,43.31131491,Tomato,12570.32903,12196.4787,Nitrogenous-Canal Irrigation
Hanumangarh,6.679309942,2.006111774,24.01667204,18.67219744,46.85050927,Mustard,13775.39657,13663.8373,Alkaline-Sprinkler Irrigation
Kota,7.003068663,2.210095771,25.71750881,20.48835188,33.67750797,Opium,6816.884588,6050.719258,Chalky (Calcareous)-Sprinkler Irrigation
Ajmer,8.263406332,2.951279103,44.32606012,15.49003675,54.12110213,Cotton,12929.81152,13807.35119,Loamy-Tube Well
Kota,7.956736866,2.268814951,32.14093124,18.60003349,33.60484632,Fenugreek,10576.89197,10380.15181,Loamy-Drip Irrigation
Jodhpur,6.933607524,2.175185108,25.77837981,20.51242321,37.58586205,Wheat,8811.686999,8512.323275,Clay-Drip Irrigation
Udaipur,8.346773567,2.075703695,28.53657271,16.90919776,44.49255852,Mustard,14675.20751,14126.46352,Chalky (Calcareous)-Drip Irrigation
Sri Ganganagar,7.222445386,2.006084841,29.53562749,13.6422574,34.23457834,Fennel,14614.34094,15028.75819,Alkaline-Drip Irrigation
Bhilwara,7.386140193,2.357746548,23.00460786,12.39856604,42.25481317,Onion,10221.73523,10840.69842,Nitrogenous-Canal Irrigation
Hanumangarh,7.992699856,1.20707718,30.88242092,22.25613008,39.63446349,Sugarcane,8888.707745,9250.44906,Nitrogenous-Tube Well
Hanumangarh,7.978919816,1.604559104,30.17004048,13.17489102,43.50747391,Pulses,8326.867965,8608.675824,Black lava soil-Canal Irrigation
Kota,7.621561729,1.852878747,36.78291693,18.99823711,41.15921046,Bajra,13197.7855,12776.71183,Chalky (Calcareous)-Sprinkler Irrigation
Bhilwara,7.874872738,0.992549384,31.67163527,18.55009323,35.80749692,Cotton,8645.003669,7681.135924,Sandy-Sprinkler Irrigation
Alwar,7.493347682,1.700088988,22.20606502,24.09686634,42.11944741,Bajra,13113.39831,12679.3328,Loamy-Sprinkler Irrigation
Ajmer,7.230604848,1.639893989,24.37172516,19.79354319,32.62748656,Coriander,10416.44793,9783.538881,Sandy-Tube Well
Udaipur,7.571713283,2.435762193,23.74400432,12.33740862,47.89718946,Coriander,10921.13757,10773.17177,Loamy-Sprinkler Irrigation
Jaipur,6.867996916,2.243092396,20.25314122,9.748212714,43.69590247,Mustard,7376.595449,6808.395575,Chalky (Calcareous)-Canal Irrigation
Udaipur,7.289400592,2.488215689,24.3392543,14.50541873,43.43713378,Bajra,13263.7736,13514.24671,Alkaline-Drip Irrigation
Jaipur,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Garlic,8378.946113,8927.261688,Saline-Canal Irrigation
Nagaur,7.647485728,1.251371177,36.40469788,16.67288851,43.60951743,Oilseeds,7360.920783,8074.86831,Chalky (Calcareous)-Sprinkler Irrigation
Nagaur,7.766391605,1.597236659,28.924431,27.71138314,44.9717576,Pulses,8443.310385,9215.982049,Saline-Sprinkler Irrigation
Alwar,7.679172256,1.401721036,22.53245111,9.380262086,43.60498476,Citrus,12638.37382,12830.05292,Nitrogenous-Tube Well
Nagaur,7.71856339,2.046027569,32.38120177,32.64963875,35.03203498,Citrus,9548.801034,9866.961109,Black lava soil-Tube Well
Jaipur,8.491816826,2.005940217,31.93293115,26.796488,39.26430248,Coriander,9688.745624,10115.34687,Nitrogenous-Canal Irrigation
Jodhpur,7.795568059,1.946514265,39.71122797,11.26389167,40.47310522,Barley,10223.5105,10049.54931,Alkaline-Drip Irrigation
Jodhpur,7.224724034,2.158179161,25.57375657,20.90531371,46.51639019,Pomegranate,8894.338097,9807.526959,Clay-Canal Irrigation
Nagaur,6.749889069,1.610581479,36.75536446,24.43095594,39.68680211,Pomegranate,6596.729919,6570.664869,Nitrogenous-Sprinkler Irrigation
Jodhpur,7.931111756,1.291886472,24.24423132,5.804606703,35.95309589,Oilseeds,9623.49358,9632.879141,Saline-Sprinkler Irrigation
Kota,7.771695414,2.001573863,36.14995184,24.91341571,32.99964638,Oilseeds,14393.82645,14069.29596,Chalky (Calcareous)-Drip Irrigation
Nagaur,7.660465031,1.506067045,33.6151897,20.42756665,31.42145841,Bajra,13129.22669,13708.07166,Saline-Drip Irrigation
Jodhpur,7.989211056,2.261071273,24.48165086,18.34605388,36.09900435,Citrus,14619.69712,14293.9304,Clay-Drip Irrigation
Kota,7.158182859,1.863135374,29.92864824,20.74798979,40.48913587,Chilli,6211.360931,5374.176335,Saline-Tube Well
Alwar,7.426487288,2.420367241,31.03901254,13.53687326,37.33915718,Opium,13325.86492,13287.70993,Clay-Sprinkler Irrigation
Nagaur,8.03554025,0.962756824,29.88982568,25.60930752,39.06660519,Bajra,7692.338336,7395.405669,Nitrogenous-Sprinkler Irrigation
Jodhpur,6.911677528,2.464045305,21.14759431,17.10943271,38.70995732,Opium,10553.03353,9809.797092,Clay-Sprinkler Irrigation
Hanumangarh,7.169487473,1.742530647,27.71651192,21.69496757,42.28124744,Wheat,11628.13462,11553.89251,Black lava soil-Drip Irrigation
Hanumangarh,7.477372849,1.383449347,36.95486179,13.22014828,39.02107365,Tomato,8876.717234,8225.815106,Saline-Tube Well
Nagaur,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Fenugreek,12184.96737,12224.30067,Black lava soil-Sprinkler Irrigation
Udaipur,7.26156177,2.838557935,22.6974955,25.95630341,43.37568528,Chilli,9022.719607,9012.303657,Nitrogenous-Tube Well
Nagaur,7.016649055,1.601967931,30.51458695,8.42977967,48.36720943,Tomato,15011.75612,16011.39834,Nitrogenous-Canal Irrigation
Udaipur,7.839364035,1.53543183,24.32989907,18.26614212,37.07103638,Maize,8680.344395,8249.415385,Nitrogenous-Sprinkler Irrigation
Jaipur,8.199613975,2.769571173,37.86199105,18.58937112,46.15351452,Fennel,10903.62159,11485.66022,Loamy-Sprinkler Irrigation
Sri Ganganagar,7.18229506,1.979353656,32.78011048,17.04357606,30.76713476,Gram,9338.785099,9337.61893,Nitrogenous-Drip Irrigation
Sri Ganganagar,7.389231701,1.411518944,39.10271954,17.16802704,44.15808393,Cotton,10527.8131,10511.25667,Nitrogenous-Sprinkler Irrigation
Alwar,7.491888441,2.578416891,31.98698512,16.26272173,38.59748973,Mustard,8662.430473,7879.707185,Loamy-Tube Well
Kota,7.569825837,2.032512316,34.06640203,15.78073061,31.28163699,Chilli,9414.820996,8782.593394,Nitrogenous-Tube Well
Jaipur,7.376123791,2.660207005,25.62782176,23.13803149,38.60246268,Garlic,7315.642423,7112.696498,Chalky (Calcareous)-Tube Well
Kota,7.449002642,1.578783685,33.7543639,23.27215514,44.86028483,Mango,11352.79516,10489.26951,Alkaline-Tube Well
Alwar,7.098864083,1.747683129,25.98444583,16.34071346,53.60956074,Fennel,9864.564863,9311.178159,Nitrogenous-Sprinkler Irrigation
Jaipur,8.372430703,3.202418771,31.08603969,17.67616388,34.11386791,Citrus,13274.41758,12920.41611,Loamy-Drip Irrigation
Hanumangarh,7.433931706,1.738134349,23.20712992,14.60131839,29.8910068,Garlic,11615.54357,11215.61193,Clay-Canal Irrigation
Bhilwara,7.789464324,2.230021162,37.7022062,26.2767489,36.57162541,Pulses,11406.57518,11187.31764,Sandy-Canal Irrigation
Jaipur,6.878876733,1.437206443,24.51889838,19.66064309,42.15815815,Mustard,12872.89236,13647.41543,Black lava soil-Sprinkler Irrigation
Jaipur,6.867996916,2.243092396,20.25314122,9.748212714,43.69590247,Mustard,7376.595449,6808.395575,Chalky (Calcareous)-Canal Irrigation
Udaipur,7.495077596,1.155747406,24.39976289,23.35455624,43.0189526,Barley,14467.59416,13689.52725,Clay-Canal Irrigation
Alwar,7.340625842,1.485094076,29.38327968,21.54523722,36.7215614,Bajra,12502.22588,13450.4404,Chalky (Calcareous)-Tube Well
Hanumangarh,7.381775582,1.940190188,24.48407809,24.10276751,40.92154532,Oilseeds,13466.50169,13436.62449,Loamy-Sprinkler Irrigation
Hanumangarh,7.579044613,1.861227872,36.4563692,22.10890037,46.55095954,Chilli,7487.903069,7764.943093,Alkaline-Drip Irrigation
Ajmer,7.134372716,1.551170307,26.81256283,18.12296277,39.75585082,Opium,8713.367048,8514.552243,Sandy-Canal Irrigation
Bhilwara,6.687227983,0.746714215,31.48731027,20.69748898,38.57581531,Fenugreek,8744.458063,8454.102753,Clay-Drip Irrigation
Jodhpur,8.347861439,2.948644347,30.78346864,25.11765322,40.87643389,Cotton,7696.485269,7857.676576,Alkaline-Drip Irrigation
Ajmer,7.65656607,2.343532898,37.3327043,14.44209875,39.82087211,Onion,8254.397481,7738.510517,Sandy-Sprinkler Irrigation
Bhilwara,7.127028937,1.669229279,33.76709732,16.92730608,35.71825741,Bajra,13009.00115,12567.34291,Nitrogenous-Tube Well
Jodhpur,7.391738401,1.53037923,36.66275734,24.64466007,36.97546618,Garlic,13964.53159,14596.64479,Saline-Drip Irrigation
Ajmer,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Bajra,15896.18643,16849.76939,Alkaline-Drip Irrigation
Kota,7.359437258,2.28967338,37.06013439,16.8592813,40.49466894,Chilli,14931.39582,15578.77262,Nitrogenous-Tube Well
Jodhpur,7.932034991,2.153067277,28.84470232,14.04062648,49.71764441,Guava,11790.37738,10807.0116,Chalky (Calcareous)-Canal Irrigation
Jaipur,7.283063269,2.861077549,26.16466272,16.98080851,37.76019331,Fennel,10913.24647,11619.93063,Black lava soil-Drip Irrigation
Nagaur,7.501115811,1.862678125,27.7139073,16.55444101,42.33845052,Mustard,8966.38223,9951.933877,Saline-Sprinkler Irrigation
Alwar,7.85351618,3.042356461,24.96044152,18.30120496,41.15803737,Gram,5961.018345,5915.258093,Chalky (Calcareous)-Drip Irrigation
Bhilwara,7.194307376,1.953527897,28.80249039,25.58416888,40.93208085,Sugarcane,6831.659051,6094.801114,Alkaline-Sprinkler Irrigation
Kota,7.476869391,2.057050746,30.30941676,15.36223335,39.04879578,Bajra,6436.522127,6621.783429,Saline-Sprinkler Irrigation
Jaipur,7.965832983,2.197686841,28.43661415,16.02005545,38.75513172,Oilseeds,9414.524911,9205.134713,Saline-Drip Irrigation
Alwar,6.481889749,2.023746734,28.75464078,11.63553049,42.02106433,Oilseeds,12587.97505,12995.77918,Black lava soil-Canal Irrigation
Ajmer,7.389943134,2.031824531,28.14110494,12.61193797,41.28800429,Garlic,13050.12719,13825.47698,Loamy-Tube Well
Sri Ganganagar,7.138017635,1.677829866,16.30429897,25.93072737,47.7016199,Citrus,8990.539719,9366.226091,Chalky (Calcareous)-Sprinkler Irrigation
Ajmer,7.392166181,1.563519455,34.40703764,23.60567681,35.4186295,Opium,9522.028581,8735.195013,Chalky (Calcareous)-Canal Irrigation
Udaipur,7.611640457,1.400803938,35.42099122,21.0515152,40.99196759,Pulses,12711.24546,12906.54273,Nitrogenous-Tube Well
Jodhpur,7.382144378,1.530268379,35.59622459,18.52772121,47.26377773,Fennel,9165.321933,8174.462016,Alkaline-Canal Irrigation
Ajmer,8.393673207,1.876832359,18.49264141,15.89560539,37.86597903,Mustard,6854.972214,6806.422334,Black lava soil-Canal Irrigation
Jaipur,6.97990314,2.972597537,20.89456965,17.01166158,41.85105945,Pomegranate,12430.00092,12472.01201,Alkaline-Tube Well
Jaipur,8.051966773,1.871859588,28.82041735,17.96557378,37.32621665,Cumin,11147.15481,11198.79753,Alkaline-Tube Well
Kota,6.74051511,2.252290907,33.13269182,13.80218857,32.48564696,Gram,9289.883923,9468.516256,Saline-Tube Well
Jodhpur,6.911677528,2.464045305,21.14759431,17.10943271,38.70995732,Opium,10553.03353,9809.797092,Clay-Sprinkler Irrigation
Sri Ganganagar,7.291780783,2.000988422,37.66436678,13.27492758,35.69475164,Cotton,12282.2966,13096.95307,Alkaline-Sprinkler Irrigation
Alwar,7.746780102,2.145448529,20.0223411,14.3937813,44.64704992,Cumin,10498.5806,11378.40275,Alkaline-Drip Irrigation
Udaipur,8.072146534,1.306065725,33.81930176,19.73446599,37.24509098,Garlic,13317.78093,13981.15993,Clay-Drip Irrigation
Jaipur,8.372430703,3.202418771,31.08603969,17.67616388,34.11386791,Citrus,13274.41758,12920.41611,Loamy-Drip Irrigation
Bhilwara,7.805108085,2.07848648,27.06734365,21.12108202,43.57304895,Garlic,7540.58891,7334.613951,Nitrogenous-Drip Irrigation
Nagaur,7.030422215,1.807806312,28.97116503,28.02809916,29.59629737,Tomato,6769.707102,6404.784424,Black lava soil-Canal Irrigation
Udaipur,7.289400592,2.488215689,24.3392543,14.50541873,43.43713378,Bajra,13263.7736,13514.24671,Alkaline-Drip Irrigation
Nagaur,7.215150519,1.821086033,43.18940876,21.5093669,38.06838762,Fenugreek,13047.37321,13900.63741,Black lava soil-Drip Irrigation
Bhilwara,7.916578883,1.684875352,34.32124192,6.462280723,36.40005233,Bajra,5664.668931,6018.313816,Nitrogenous-Tube Well
Jodhpur,6.963335984,1.785576037,32.07918418,23.00106483,44.78966028,Pulses,12432.99936,12128.67244,Black lava soil-Canal Irrigation
Udaipur,7.289986136,1.047662653,37.22206098,13.86160018,37.04360995,Opium,12890.67772,13317.34962,Saline-Tube Well
Nagaur,7.069717298,1.838478816,28.163815,17.89321596,43.1067337,Opium,14601.97346,14377.08275,Clay-Drip Irrigation
Bhilwara,7.206071848,2.115305424,24.33289491,21.74961858,35.52322813,Pomegranate,12193.86909,11979.82023,Loamy-Drip Irrigation
Sri Ganganagar,7.7930829,1.793793091,31.28599485,18.79667413,40.03940092,Pulses,6785.848113,6155.341107,Black lava soil-Sprinkler Irrigation
Bhilwara,7.184770773,2.818541204,26.09928059,23.67634655,37.20418082,Wheat,11803.36192,10969.82763,Chalky (Calcareous)-Tube Well
Alwar,7.000779574,2.811628345,39.95685209,21.96456755,47.95201784,Wheat,13237.01182,13184.33848,Nitrogenous-Sprinkler Irrigation
Ajmer,8.2695986,1.535890016,36.21714139,21.77669098,30.95366143,Wheat,5660.778337,5807.75136,Saline-Sprinkler Irrigation
Nagaur,7.201260571,1.252229232,29.93850775,19.13577163,37.82117752,Fennel,14154.56027,13562.96951,Chalky (Calcareous)-Tube Well
